Dataset Source,accessURI,modifiedBy,verifiedBy,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
EMu Field Museum | African Plants Portal,https://fm-digital-assets.fieldmuseum.org/2433/459/V0573776F.jpg,,,0000_V0573776F.jpg,E. Heller & Mearns,E. Heller,Mearns,8752,"Jan. 16 to Feb. 2, 1909",1909-01-16,1909-02-02,Cyperus maculatus Boeck.,Cyperus maculatus Boeck.,N/A,19.10.1912,N/A,Congo Free State,N/A,N/A,N/A,"""Rhino Camp"", Bahr el Jebel, Lado Enclave, Congo Free State","""Rhino Camp"", Bahr el Jebel, Lado Enclave",N/A,N/A,N/A,N/A,463860,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/897/C2079357F.jpg,,,0222_C2079357F.jpg,Ynes Mexia,Ynes Mexia,N/A,6377,"Jan. 3, 1932.",1932-01-03,1932-01-03,Vesicularia amphibia (Spr.) Broth.,Vesicularia amphibia (Spr.) Broth.,N/A,N/A,N/A,Peru,Departmento de Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,"Above Pongo de Manseriche, Creek Inche",On rotten log.,wood,Alt. 215 m.,N/A,870873,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/898/C2079358F.jpg,,,0223_C2079358F.jpg,Ynes Mexia,Ynes Mexia,N/A,8070,"May 14, 1936",1936-05-14,N/A,Viscularia amphibia (Spr.) Broth.,Viscularia amphibia (Spr.) Broth.,Det. Bartram,N/A,N/A,Peru,Cuzco,N/A,N/A,Provincia La Convencion; upper valley of the Sambra; affluent of the Vilcanota; on rotten logs in virgin forest.,"Provincia La Convencion, upper valley of the Sambra, affluent of the Vilcanota, on rotten logs",in virgin forest,wood,Alt. 1800 m.,N/A,1048818,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/900/C2079359F.jpg,,,0224_C2079359F.jpg,Ynes Mexia,Ynes Mexia,N/A,8070,"May 14,1936",1936-05-14,1936-05-14,Vesicularia amphibia (Spreng.) Broth. Determined by E. Bartram,Vesicularia amphibia (Spreng.) Broth.,E. Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,upper valley of the Sambay; affluent of the Vilcanota,"Upper valley of the Sambay, affluent of the Vilcanota",On rotten logs in virgin forest,wood,1600 m.,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/901/C2079360F.jpg,,,0225_C2079360F.jpg,R. Reitz,R. Reitz,N/A,222,9. IV. 1956,1956-04-09,1956-04-09,Hypnum revolutum (Schwägr.) Borth.,Hypnum revolutum (Schwägr.) Borth.,N/A,N/A,N/A,Brasil,Santa Catarina,N/A,N/A,"Bom Jesus, Braço","Bom Jesus, Braço",Campos e beira de mata virgem,N/A,550 m. s. mar,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/902/C2079361F.jpg,,,0226_C2079361F.jpg,Leg. F. J. Hermann,F. J. Hermann,N/A,20519,"December 19, 1972",1972-12-19,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis (Schwaegr.) Broth.,H. Robinson,N/A,N/A,Colombia,Santander,N/A,N/A,"On base of tree trunk, Parquítas, alt. ca. 4000 ft., 1/4 mile NW Florida","On base of tree trunk, Parquítas, 1/4 mile Northwest Florida",N/A,bark,alt. ca. 4000 ft.,N/A,1099191,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2539/903/C2079362F.jpg,,,0227_C2079362F.jpg,Richard Evans Schultes,Richard Evans Schultes,N/A,11107,"Dec., 1950",1950-12-00,1950-12-00,Vesicularia vesicularis (Schwgr.) Broth.,Vesicularia vesicularis (Schwgr.) Broth.,Dana G. Griffin III,"Dec., 1950",N/A,Colombia,Intendencia del Meta,N/A,N/A,alrededores de Villavicencio.,alrededores de Villavicencio,N/A,N/A,Alt 500 m.,N/A,1055509,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/815/C2079715F.jpg,,,0228_C2079715F.jpg,"J.P. Frahm, P. Geissler, S.R. Gradstein, G. Philippi, W. Schultze-Motel",J.P. Frahm,"P. Geissler, S.R. Gradstein, G. Philippi, W. Schultze-Motel",Nr. 875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii (Tayl.) Mitt.,W. Schultze-Motel,N/A,N/A,Peru,Amazonas,Chachapoyas,N/A,"Dep. Amazonas, Prov. Chachapoyas, Straße Chachapoyas Cajamarca oberhalb Leimebamba km 417, sexponierter Hang, hochandiner Regenwald auf Kalkstein","Straße Chachapoyas Cajamarca oberhalb Leimebamba km 417, sexponierter Hang",hochandiner Regenwald auf Kalkstein,N/A,2800 msn.,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/817/C2079716F.jpg,,,0229_C2079716F.jpg,J. Kenneth Wright,J. Kenneth Wright,N/A,4806,1 April 1964,1964-04-01,1964-04-01,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii (Tayl.) H. Rob.,E. H. Robinson,1966,N/A,Peru,Department of Amazonas,Province of Chachapoyas,N/A,"Cerros Calla Calla, este sde., 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality).","Cerros Calla Calla, este side, 5 kilometers above Leimebamba on the road to Balsas, at San Miguel",N/A,N/A,Altitude 3400 m.,N/A,1021824,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/820/C2079717F.jpg,,,0230_C2079717F.jpg,Dana Griffin III,Dana Griffin III,N/A,PV-966,30. Nov. 1983.,1983-11-30,N/A,Entodon jamesoni (tayl.) Broth.,Entodon jamesoni (tayl.) Broth.,Dana Griffin III,N/A,N/A,Venezuela,Estado Merida,N/A,N/A,"Paramo de Los Granates, finca de Los Granates, a la orilla del rio de Los Granates y en las lomas cercanas. 30. Nov. 1983.","Paramo de Los Granates, finca de Los Granates, a la orilla del rio de Los Granates","Sobre roca + seca, a sombra.",rock,"3,000-3,300 m",N/A,1064416,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/822/C2079718F.jpg,,,0231_C2079718F.jpg,Ynes Mexia,Ynes Mexia,N/A,5677,"April 21, 1931",1931-04-21,1931-04-21,Entodon Lindbergii Hpe.,Entodon Lindbergii Hpe.,A.L. S. de Brasileiro,N/A,N/A,Brazil,State of Minas Geraes,N/A,Corinto,Fazenda do Diamante. Campo virgén. Base of living trees in shade.,"Fazenda do Diamante, Campo virgén, base of living trees","Campo virgén, base of living trees in shade",bark,Alt. 500 m.,N/A,307818,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/825/C2079719F.jpg,,,0232_C2079719F.jpg,N/A,N/A,N/A,No. 1023,March 1941,1941-03-00,1941-03-00,Entosthodon longisetus (C. Müll.) Kindb.,Entosthodon longisetus (C. Müll.) Kindb.,W. D. Reese,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],[precise locality unknown],N/A,soil,N/A,N/A,1078203,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/827/C2079720F.jpg,,,0233_C2079720F.jpg,Marko Lewis,Marko Lewis,N/A,79-590,8 February 1979,1979-02-08,1979-02-08,Entodon cf. nano-climacium C. Muell. (E. micans Herz.),Entodon cf. nano-climacium C. Muell. (E. micans Herz.),M. Buck,1980,N/A,Bolivia,Tarija,Mendez,N/A,"DEPTO. TARIJA. PROV. MENDEZ. PROV. CERCADO; PROV. AVILES: Canyon 5 mi. SW of Tablada, SW of Tarijo 3.16""S, 64.49""W.",Canyon 5 miles southwest of Tablada,Bank of creek,soil,2160 m.,"3.16""S, 64.49""W.",1678758,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/829/C2079721F.jpg,,,0234_C2079721F.jpg,Marko Lewis,Marko Lewis,N/A,79-1220,22 March 1979,1979-03-22,1979-03-22,Entodon nano-climacium C. Muell. ( = E. nicanus Herz.),Entodon nano-climacium C. Muell.,M. Buck,1980,N/A,Bolivia,La Paz,Larecaja,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.",near large red outcrop 2 miles from Sorata down Río Consata,very shady ground along creek in humid shrubs,N/A,2600 m.,"15° 41' S., 68° 43' W.",N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/831/C2079722F.jpg,,,0235_C2079722F.jpg,Collected by Harry Ward Foote,Harry Ward Foote,N/A,N/A,Sept. 3,1911-09-03,N/A,Ectropothecium flagelliradicis,Ectropothecium flagelliradicis,N/A,N/A,N/A,Peru,N/A,N/A,N/A,On rocks near San Miguel,near San Miguel,rocks,rock,"1,300 ft.",N/A,N/A,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/835/C2079723F.jpg,,,0236_C2079723F.jpg,Marko Lewis,Marko Lewis,N/A,79-1346,1 April 1979,1979-04-01,1979-04-01,cf. Entodon polycarpus,Entodon polycarpus,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"DEPLO. LA PAZ, PROV. LARECAJA: Between Abra Huallata and waterfall at Millipaya",Between Abra Huallata and waterfall at Millipaya,"Waterfall ravine, highest extension of shrubs.",N/A,3780 m.,"15° 51' S, 68° 39' W",1008879,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/837/C2079595F.jpg,,,0237_C2079595F.jpg,H. Roivainen,H. Roivainen,N/A,2095,25.I.1970,1970-01-25,1970-01-25,Isopterygium pulchellum (Hedw.) Jaeg.,Isopterygium pulchellum (Hedw.) Jaeg.,R. Ochyra,1996,N/A,Argentina,Tierra del Fuego australis,N/A,Ushuaia,"Tierra del Fuego australis, Ushuaia, Arroyo Grande (54°47'S, 68°18'W)",Arroyo Grande,"en fisuras de roca y en raíces humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada",rock,150 m.,"54°47'S, 68°18'W",N° 1182417,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/839/C2079596F.jpg,,,0238_C2079596F.jpg,H. Roivainen,H. Roivainen,N/A,1352,21.12.1969,1969-12-21,N/A,Isoterygium pulchellum (Brid.) Jaeg.,Isoterygium pulchellum (Brid.) Jaeg.,Ochyra,1996,N/A,Argentina,Tierra del Fuego,N/A,N/A,"Tierra del Fuego australis, Ushuaia, Valle del rio Pipo, suelo humoso húmedo en el pendiente del río, 300 m s.m.","Tierra del Fuego australis, Ushuaia, Valle del rio Pipo",suelo humoso húmedo en el pendiente del río,soil,300 m s.m.,"54°46'S, 68°20'W",N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/842/C2079597F.jpg,,,0239_C2079597F.jpg,E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,14917,"November 29, 1926",1926-11-29,N/A,Isoterygium stigmatosum (Cal.) Par.,Isoterygium tenerrum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Colombia,Santander,N/A,N/A,"Dept. Santander, between Puerto Wilches and Puerto Santos, near 10-115","between Puerto Wilches and Puerto Santos, near 10-115",N/A,soil,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/844/C2079598F.jpg,,,0240_C2079598F.jpg,Richard Evans Schultes,Richard Evans Schultes,N/A,11110,"Dec., 1950",1950-12-00,1950-12-00,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,Dana Griffin III,1988,N/A,Colombia,Meta,N/A,N/A,Intendencia del Meta: alrededores de Villa Vicencio,Intendencia del Meta: alrededores de Villa Vicencio,N/A,N/A,Alt. 500 m.,N/A,1055473,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/846/C2079599F.jpg,,,0241_C2079599F.jpg,D.C. Geijskes,D.C. Geijskes,N/A,N/A,29-9-1952,1952-09-29,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,H.R. Zielman,N/A,N/A,Surinam,N/A,N/A,N/A,"Marowijne river, Armina falls, rainforest","Marowijne river, Armina falls","Rainforest on roots and rocks on bank of river, shai",roots and rocks,N/A,N/A,1073518,Typed,N/A
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/848/C2079600F.jpg,,,0242_C2079600F.jpg,"Ynes Mexia, No. 8431",Ynes Mexia,N/A,No. 8431,"July 6, 1930",1930-07-06,1930-07-06,Isoterygium braschyuraem (Sw.) Mitt. sp. A. Jaeger. det. Gasteran,Isoterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,"Agriculture College land, Horticultural Hill, on out woods near base. Alt. 870 m. Abundant logs.","Agriculture College land, Horticultural Hill, on out woods near base.",N/A,log,Alt. 870 m,N/A,1039979,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/851/C2079601F.jpg,,,0243_C2079601F.jpg,Ynes Mexia No. 8488,Ynes Mexia,N/A,8488,"July 21, 1930",1930-07-21,N/A,Isopterygium laxum (Hpe.) Broth.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,"Viçosa Agricultural College Bank, Correjos Ribierão","Viçosa Agricultural College Bank, Corrigos Ribierão","Shady streambanks, On rotten wood",wood,Alt. 675 m.,N/A,837365,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/853/C2079602F.jpg,,,0244_C2079602F.jpg,"Ynes Mexia, No. 8530",Ynes Mexia,N/A,8530,"Dec. 8, 1930",1930-12-08,1930-12-08,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,N/A,Vicosa. Road to Sao Luiz.,"Vicosa, Road to Sao Luiz",Dense forest. On rotten log.,wood,Alt. 710 m.,N/A,870841,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/855/C2079603F.jpg,,,0245_C2079603F.jpg,Ynes Mexia,Ynes Mexia,N/A,5441,"Dec. 23, 1930",1930-12-23,1930-12-23,Isoterygium tenerrimum (Sw.) Mitt.,Isoterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,N/A,Viçosa Agricultural College lands. Base of Horticultural Hill.,Viçosa Agricultural College lands. Base of Horticultural Hill.,"On rotting logs, in woods. Abundant.",log,Alt. 670 m.,N/A,3780838,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/857/C2079604F.jpg,,,0246_C2079604F.jpg,"H. S. Irwin, R. M. Harley, G. L. Smith",H. S. Irwin,"R. M. Harley, G. L. Smith",31332,2 March 1971,1971-03-02,N/A,Isoterygium tenerum (Sw.) Mitt.,Isoterygium tenerum (Sw.) Mitt.,N/A,1988,N/A,Brasil,N/A,N/A,N/A,Valley of the Rio das Ondas,Valley of the Rio das Ondas,"On the bark and exposed roots of CocosBahia and on adjacent soil, at river bank, cerrado gallery forest, and adjacent out-curve, ca. 10km W. of Barreiras","bark, soil",ca. 500m.,N/A,1059328,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/863/C2079606F.jpg,,,0247_C2079606F.jpg,Ynes Mexia,Ynes Mexia,N/A,4844,"July 21, 0192",1929-07-21,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Vicosa,"Vicosa Agricultural College lands, Corrego Felisberto","Vicosa Agricultural College lands, Corrego Felisberto","Shady streambank, on rotten logs",wood,Alt. 675 m.,N/A,830845,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/865/C2079607F.jpg,,,0248_C2079607F.jpg,Ynes Mexia,Ynes Mexia,N/A,4690,"May 14, 1930",1930-05-14,1930-05-14,Isoptrygium curvifolium (Mitt.) Mitt. Ex p.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Vicosa,Fazenda de Cressium. Wood on slope. On rotten log.,"Fazenda de Cressium, wood on slope",Wood on slope,bark,Alt. 700 m.,N/A,870839,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/868/C2079608F.jpg,,,0249_C2079608F.jpg,Ynes Mexia,Ynes Mexia,N/A,4884,"July 21, 1930",1930-07-21,1930-07-21,Isoterygium curvilinilum (Sw.) Mitt.,Isoterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,N/A,Viçosa Agricultural College lands. Corrego Ribiero.,"Viçosa Agricultural College lands, Corrego Ribiero","Shady streambank, on rotten log",log,Alt. 675 m,N/A,1039977,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/870/C2079609F.jpg,,,0250_C2079609F.jpg,Ynes Mexia,Ynes Mexia,N/A,4545,"March 31, 1930",1930-03-31,1930-03-31,Isoterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,State of Minas Gerais,N/A,N/A,"Road to São Miguel, near stream ""turvo,"" out over woods on slope. On rotting tree trunk.","Road to São Miguel, near stream ""Turvo""",out over woods on slope,rotting tree trunk,Alt. 710 m.,N/A,1039978,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/875/C2079611F.jpg,,,0251_C2079611F.jpg,W. Schäfer,W. Schäfer,N/A,2898,Dec-57,1957-12-00,N/A,Isoperygium anmatum (Hampe ex Müll. Hal.) Kindb.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1989,N/A,Brasil,Sao Paulo,N/A,Ubatuba,"prope urbem Ubatuba, inter Palmes, ca. 650 m. s. m. l. alt. fl.","prope urbem Ubatuba, inter Palmes",N/A,N/A,ca. 650 m. s. m. l. alt. fl.,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/877/C2079856F.jpg,,,0252_C2079856F.jpg,Ynes Mexia,Ynes Mexia,N/A,4641,"July 6, 1930",1930-07-06,1930-07-06,Isoterygium brachyneuron (Mitt.) Mitt. exp. P. de la Varde,Isoterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,"Viçosa Agricultural College lands, Horticultural Hill.","Viçosa Agricultural College lands, Horticultural Hill. ",Cut over woods near base. On rotting logs.,Wood,alt. 670 m.,N/A,87051,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/879/C2079858F.jpg,,,0253_C2079858F.jpg,R. S. Williams,R. S. Williams,N/A,2045,1901-1902,1901-00-00,1902-12-31,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Bolivia,N/A,N/A,San Vicente,San Vicente,San Vicente,In woods,N/A,1200 meters,N/A,1039993,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2542/881/C2079859F.jpg,,,0254_C2079859F.jpg,R. S. Williams,R. S. Williams,N/A,2037,1901-1902,1901-00-00,1902-00-00,Isoterygium tenerum (Sw.) Mitt.,Isoterygium tenerum (Sw.) Mitt.,R. S. Williams,23 Jan 1902,N/A,Bolivia,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,1014912,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/919/C2010970F.jpg,,,0255_C2010970F.jpg,I. Hagen,I. Hagen,N/A,N/A,N/A,N/A,N/A,Cephalozia bicuspidata (L.) Dumort. var. lammersiana (Nees) Schiffn.,Cephalozia bicuspidata var. lammersiana,N/A,N/A,N/A,Norvegia,N/A,N/A,patria,Norvegia vallis Sunndalsfjord ad loc. Kvitrudgjerdet,[precise locality unknown],N/A,soil,altit. mtr 200-300,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/921/C2010972F.jpg,,,0256_C2010972F.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/925/C2000534F.jpg,,,0257_C2000534F.jpg,Pyrenees: Co. de Jeret,N/A,N/A,1878,1878,1878-00-00,N/A,Polytrichum alpinum L. & P. juniperinum Willd.,Polytrichum juniperinum Willd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/927/C2000536F.jpg,,,0258_C2000536F.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,England,Sussex,N/A,N/A,"Sussex, England",Sussex,N/A,N/A,N/A,N/A,Ex Herb. Wm. H. Mitten,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/929/C2000538F.jpg,,,0259_C2000538F.jpg,E.H. Eames,E.H. Eames,N/A,N/A,Without Date,N/A,N/A,Lycopodiella inundata,Lycopodiella inundata,N/A,N/A,N/A,United States,Connecticut,Fairfield County,Upper Stepney,"Upper Stepney, Conn.",[precise locality unknown],N/A,N/A,N/A,N/A,1182972,Mix of Handwritten and Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/933/C2000542F.jpg,,,0260_C2000542F.jpg,Leg. Font Quer,Font Quer,N/A,s.n.,19/VI/1928,1928-06-19,N/A,Saponaria ocymoides L.,Saponaria ocymoides L.,N/A,N/A,N/A,Spain,Catalunya,Barcelona,Viladrau,Viladrau,Viladrau,N/A,soil,N/A,N/A,Barcode: C0040582F,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/935/C2000932F.jpg,,,0261_C2000932F.jpg,C. Maler Frhr.,C. Maler Frhr.,N/A,476,9 Sept. 1905,1905-09-09,N/A,Polytrichum juniperinum (L.) P. Beauv. ex Brid.,Polytrichum juniperinum (L.) P.Beauv. ex Brid.,E. Biebl.,10. 7. 1909,N/A,N/A,N/A,N/A,N/A,"SaeJ.) Brhlen auf Erde in Felsspalten zwischen Binken und Sernechn on Felberberge, (etwa 1210 m w. n. M.)",[precise locality unknown],On earth in rock crevices,soil,etwa 1210 m w. n. M.,N/A,1123491,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/937/C2000934F.jpg,,,0262_C2000934F.jpg,leg. d. Píč,D. Píč,N/A,214,V.1946,1946-05-00,1946-05-00,Poematium umbrarum Fr.,Poematium umbrarum Fr.,N/A,N/A,N/A,Czechoslovakia,Bohemia,N/A,Konten Kolonádě,"In paeonivis graminosis silvaticis prope pagum Hoření Vrchlabí, ca 580 m",In paeonivis graminosis silvaticis prope pagum Hoření Vrchlabí,graminosis silvaticis,N/A,ca 580 m,N/A,12700515,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/939/C2000936F.jpg,,,0263_C2000936F.jpg,Collected in 1843 by James Thompson,James Thompson,N/A,N/A,1843,1843-00-00,1843-00-00,Gonatonium bryogenum,Gonatonium bryogenum,N/A,N/A,N/A,Scotland,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,1230790,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/941/C2000938F.jpg,,,0264_C2000938F.jpg,Her bier Ed. Jeanpert,Ed. Jeanpert,N/A,N/A,N/A,N/A,N/A,Rhynchospora corymbosa L.f. Olivar,Rhynchospora corymbosa L.f. Olivar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/943/C2000940F.jpg,,,0265_C2000940F.jpg,N/A,N/A,N/A,N/A,May 1945,1945-05-00,N/A,Polypodium vulgare Linn.,Polypodium vulgare Linn.,W. N. Johnson,N/A,N/A,N/A,N/A,N/A,N/A,Herbarium of W. N. Johnson,[precise locality unknown],N/A,N/A,N/A,N/A,1153426,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/946/C2000943F.jpg,,,0266_C2000943F.jpg,C. Jensen,C. Jensen,N/A,N/A,25/10 1901,1901-10-25,N/A,Pogonatum urnigerum (Hedw.) P. Beauv.,Pogonatum urnigerum (Hedw.) P. Beauv.,N/A,N/A,N/A,Denmark,Sjælland,N/A,N/A,Maglebrække by Præstø in a gravel-pit,Maglebrække by Præstø in a gravel pit,N/A,N/A,N/A,N/A,AP 1953,Typed,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/948/C2000945F.jpg,,,0267_C2000945F.jpg,Ed. Jeanpert,Ed. Jeanpert,N/A,N/A,15 Octobre 1922,1922-10-15,1922-10-15,Bryum caespiticium L. var. turbinatum (Schwaegr.) C. Muell.,Bryum caespiticium var. turbinatum,N/A,N/A,N/A,France,Paris,N/A,N/A,Bois de Vincennes,Bois de Vincennes,[No habitat information provided],soil,N/A,N/A,1058475,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/950/C2000947F.jpg,,,0268_C2000947F.jpg,Herbarium Ed. Jeanpert,Ed. Jeanpert,N/A,N/A,N/A,N/A,N/A,Saxifraga cuneifolia Var. hibernica (Simms) Jenn.,Saxifraga cuneifolia Var. hibernica (Simms) Jenn.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,1058481,Handwritten,no type status
EMu Field Museum | Bryophytes Portal,https://fm-digital-assets.fieldmuseum.org/2550/952/C2000949F.jpg,,,0269_C2000949F.jpg,GIFT OF ELMER I. RICHARD,Elmer I. Richard,N/A,1182976,May 1946,1946-05-00,1946-05-00,Sporadanthus gracilis,Sporadanthus gracilis,N/A,N/A,N/A,Scotland,N/A,N/A,N/A,Scotland,[precise locality unknown],N/A,N/A,N/A,N/A,1182976,Typed,no type status
